DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 09:16:03,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,525.37%,"1.137GiB / 15.51GiB",7.33%,"126MB / 67MB","0B / 0B",417
2025-03-04 09:16:03,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,522.01%,"1.144GiB / 15.51GiB",7.37%,"126MB / 67.1MB","0B / 0B",417
2025-03-04 09:16:03,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,490.55%,"1.117GiB / 15.51GiB",7.20%,"126MB / 66.9MB","0B / 0B",412
2025-03-04 09:16:03,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,0.09%,"116.7MiB / 15.51GiB",0.73%,"306MB / 358MB","0B / 0B",41
2025-03-04 09:16:03,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.88%,"713.7MiB / 15.51GiB",4.49%,"45.3MB / 259MB","0B / 0B",254
2025-03-04 09:16:03,4370479c731a,reverse-proxy-api-1,4370479c731a,0.11%,"214.1MiB / 1GiB",20.91%,"212MB / 125MB","0B / 0B",60
2025-03-04 09:16:15,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,38.29%,"2.124GiB / 15.51GiB",13.70%,"126MB / 67.1MB","0B / 0B",1440
2025-03-04 09:16:15,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,72.18%,"2.139GiB / 15.51GiB",13.79%,"126MB / 67.1MB","0B / 0B",1447
2025-03-04 09:16:15,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,91.17%,"2.235GiB / 15.51GiB",14.41%,"126MB / 67MB","0B / 0B",1450
2025-03-04 09:16:15,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,1.01%,"116.7MiB / 15.51GiB",0.74%,"306MB / 358MB","0B / 0B",41
2025-03-04 09:16:15,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.46%,"714.1MiB / 15.51GiB",4.50%,"45.6MB / 259MB","0B / 0B",254
2025-03-04 09:16:15,4370479c731a,reverse-proxy-api-1,4370479c731a,9.43%,"199.1MiB / 1GiB",19.44%,"212MB / 125MB","0B / 0B",22
2025-03-04 09:16:28,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,32.92%,"2.148GiB / 15.51GiB",13.85%,"127MB / 67.5MB","0B / 0B",1450
2025-03-04 09:16:28,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,30.89%,"2.159GiB / 15.51GiB",13.92%,"127MB / 67.6MB","0B / 0B",1451
2025-03-04 09:16:28,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,29.15%,"2.239GiB / 15.51GiB",14.44%,"127MB / 67.4MB","0B / 0B",1448
2025-03-04 09:16:28,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,7.03%,"119.2MiB / 15.51GiB",0.75%,"307MB / 360MB","0B / 0B",41
2025-03-04 09:16:28,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.52%,"715MiB / 15.51GiB",4.50%,"46MB / 259MB","0B / 0B",253
2025-03-04 09:16:28,4370479c731a,reverse-proxy-api-1,4370479c731a,90.71%,"211.2MiB / 1GiB",20.62%,"213MB / 125MB","0B / 0B",36
2025-03-04 09:16:40,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,39.18%,"2.177GiB / 15.51GiB",14.04%,"127MB / 68.4MB","0B / 0B",1453
2025-03-04 09:16:40,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,44.53%,"2.179GiB / 15.51GiB",14.05%,"127MB / 68.4MB","0B / 0B",1452
2025-03-04 09:16:40,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,41.35%,"2.267GiB / 15.51GiB",14.62%,"127MB / 68.3MB","0B / 0B",1456
2025-03-04 09:16:40,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,12.77%,"116.7MiB / 15.51GiB",0.73%,"311MB / 365MB","0B / 0B",41
2025-03-04 09:16:40,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,245.93%,"715.6MiB / 15.51GiB",4.51%,"46.5MB / 259MB","0B / 0B",253
2025-03-04 09:16:40,4370479c731a,reverse-proxy-api-1,4370479c731a,149.30%,"230.7MiB / 1GiB",22.53%,"216MB / 127MB","0B / 0B",61
2025-03-04 09:16:50,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,34.97%,"2.225GiB / 15.51GiB",14.35%,"128MB / 69.4MB","0B / 0B",1447
2025-03-04 09:16:50,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,44.80%,"2.206GiB / 15.51GiB",14.22%,"128MB / 69.4MB","0B / 0B",1458
2025-03-04 09:16:50,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,30.02%,"2.313GiB / 15.51GiB",14.92%,"128MB / 69.3MB","0B / 0B",1452
2025-03-04 09:16:50,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,13.48%,"110.3MiB / 15.51GiB",0.69%,"316MB / 370MB","0B / 0B",41
2025-03-04 09:16:50,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.63%,"716.4MiB / 15.51GiB",4.51%,"46.9MB / 260MB","0B / 0B",253
2025-03-04 09:16:50,4370479c731a,reverse-proxy-api-1,4370479c731a,142.27%,"232.5MiB / 1GiB",22.70%,"219MB / 129MB","0B / 0B",60
2025-03-04 09:17:03,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,21.56%,"2.314GiB / 15.51GiB",14.92%,"129MB / 70.3MB","0B / 0B",1440
2025-03-04 09:17:03,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,31.76%,"2.274GiB / 15.51GiB",14.66%,"129MB / 70.4MB","0B / 0B",1437
2025-03-04 09:17:03,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,39.53%,"2.374GiB / 15.51GiB",15.31%,"128MB / 70.2MB","0B / 0B",1446
2025-03-04 09:17:03,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,12.69%,"112.5MiB / 15.51GiB",0.71%,"321MB / 375MB","0B / 0B",41
2025-03-04 09:17:03,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.45%,"717MiB / 15.51GiB",4.52%,"47.4MB / 260MB","0B / 0B",253
2025-03-04 09:17:03,4370479c731a,reverse-proxy-api-1,4370479c731a,140.68%,"235.8MiB / 1GiB",23.03%,"222MB / 130MB","0B / 0B",60
2025-03-04 09:17:13,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,49.78%,"2.325GiB / 15.51GiB",15.00%,"129MB / 71.2MB","0B / 0B",1434
2025-03-04 09:17:13,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,53.92%,"2.299GiB / 15.51GiB",14.82%,"129MB / 71.3MB","0B / 0B",1430
2025-03-04 09:17:13,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,24.47%,"2.399GiB / 15.51GiB",15.47%,"129MB / 71.1MB","0B / 0B",1430
2025-03-04 09:17:13,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,55.51%,"116.1MiB / 15.51GiB",0.73%,"325MB / 381MB","0B / 0B",41
2025-03-04 09:17:13,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,2.35%,"703.6MiB / 15.51GiB",4.43%,"47.9MB / 260MB","0B / 0B",252
2025-03-04 09:17:13,4370479c731a,reverse-proxy-api-1,4370479c731a,140.34%,"240.4MiB / 1GiB",23.48%,"225MB / 132MB","0B / 0B",60
2025-03-04 09:17:26,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,15.98%,"2.342GiB / 15.51GiB",15.10%,"130MB / 72.1MB","0B / 0B",1430
2025-03-04 09:17:26,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,28.55%,"2.319GiB / 15.51GiB",14.95%,"130MB / 72.2MB","0B / 0B",1430
2025-03-04 09:17:26,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,21.79%,"2.432GiB / 15.51GiB",15.68%,"130MB / 72MB","0B / 0B",1430
2025-03-04 09:17:26,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,53.94%,"119.4MiB / 15.51GiB",0.75%,"329MB / 386MB","0B / 0B",41
2025-03-04 09:17:26,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.43%,"704.2MiB / 15.51GiB",4.43%,"48.4MB / 260MB","0B / 0B",253
2025-03-04 09:17:26,4370479c731a,reverse-proxy-api-1,4370479c731a,140.05%,"244MiB / 1GiB",23.83%,"228MB / 134MB","0B / 0B",60
2025-03-04 09:17:38,f68298623ea5,reverse-proxy-agent-2,f68298623ea5,15.39%,"2.386GiB / 15.51GiB",15.39%,"130MB / 73.1MB","0B / 0B",1430
2025-03-04 09:17:38,b21d761d588b,reverse-proxy-agent-3,b21d761d588b,23.67%,"2.345GiB / 15.51GiB",15.12%,"130MB / 73.1MB","0B / 0B",1430
2025-03-04 09:17:38,58feef4cc607,reverse-proxy-agent-1,58feef4cc607,20.45%,"2.445GiB / 15.51GiB",15.77%,"130MB / 73MB","0B / 0B",1430
2025-03-04 09:17:38,4364f98b3c34,reverse-proxy-nginx-proxy-1,4364f98b3c34,11.16%,"121.1MiB / 15.51GiB",0.76%,"334MB / 391MB","0B / 0B",41
2025-03-04 09:17:38,4917bdd75bcc,reverse-proxy-controller-1,4917bdd75bcc,1.82%,"704.7MiB / 15.51GiB",4.44%,"48.9MB / 260MB","0B / 0B",253
