DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 09:35:36,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,1400.48%,"2.504GiB / 15.51GiB",16.14%,"128MB / 62.4MB","0B / 0B",1863
2025-03-04 09:35:36,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,0.10%,"117.4MiB / 15.51GiB",0.74%,"109MB / 127MB","0B / 0B",39
2025-03-04 09:35:36,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,0.12%,"167.2MiB / 1GiB",16.32%,"74.8MB / 44.2MB","0B / 0B",60
2025-03-04 09:35:36,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.17%,"901.2MiB / 15.51GiB",5.67%,"8.08MB / 84.4MB","0B / 0B",244
2025-03-04 09:35:49,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,44.39%,"2.393GiB / 15.51GiB",15.43%,"128MB / 62.8MB","0B / 0B",2042
2025-03-04 09:35:49,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,3.25%,"116.4MiB / 15.51GiB",0.73%,"109MB / 127MB","0B / 0B",39
2025-03-04 09:35:49,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,39.27%,"154.4MiB / 1GiB",15.08%,"75MB / 44.3MB","0B / 0B",24
2025-03-04 09:35:49,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.13%,"903.2MiB / 15.51GiB",5.69%,"8.24MB / 84.5MB","0B / 0B",247
2025-03-04 09:36:00,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,66.38%,"2.429GiB / 15.51GiB",15.66%,"129MB / 64MB","0B / 0B",2054
2025-03-04 09:36:00,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,6.67%,"119.2MiB / 15.51GiB",0.75%,"111MB / 129MB","0B / 0B",39
2025-03-04 09:36:00,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,81.63%,"158.6MiB / 1GiB",15.49%,"76MB / 44.8MB","0B / 0B",34
2025-03-04 09:36:00,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.00%,"904.3MiB / 15.51GiB",5.69%,"8.4MB / 84.5MB","0B / 0B",243
2025-03-04 09:36:12,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,79.84%,"2.492GiB / 15.51GiB",16.07%,"130MB / 66MB","0B / 0B",2045
2025-03-04 09:36:12,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,9.44%,"119.5MiB / 15.51GiB",0.75%,"114MB / 132MB","0B / 0B",39
2025-03-04 09:36:12,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,108.24%,"160.7MiB / 1GiB",15.69%,"77.7MB / 45.8MB","0B / 0B",39
2025-03-04 09:36:12,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.73%,"905.4MiB / 15.51GiB",5.70%,"8.6MB / 84.6MB","0B / 0B",243
2025-03-04 09:36:25,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,44.67%,"2.615GiB / 15.51GiB",16.86%,"132MB / 68.6MB","0B / 0B",2031
2025-03-04 09:36:25,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,13.25%,"115.4MiB / 15.51GiB",0.73%,"118MB / 138MB","0B / 0B",39
2025-03-04 09:36:25,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,141.59%,"178.1MiB / 1GiB",17.39%,"80.8MB / 47.6MB","0B / 0B",61
2025-03-04 09:36:25,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,0.92%,"906.1MiB / 15.51GiB",5.71%,"8.77MB / 84.6MB","0B / 0B",242
2025-03-04 09:36:36,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,51.46%,"2.75GiB / 15.51GiB",17.73%,"134MB / 71.1MB","0B / 0B",2031
2025-03-04 09:36:36,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,13.62%,"116.7MiB / 15.51GiB",0.73%,"123MB / 143MB","0B / 0B",39
2025-03-04 09:36:36,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,140.31%,"185.3MiB / 1GiB",18.09%,"84.2MB / 49.5MB","0B / 0B",60
2025-03-04 09:36:36,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,5.69%,"909.6MiB / 15.51GiB",5.73%,"8.94MB / 84.7MB","0B / 0B",242
2025-03-04 09:36:48,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,49.39%,"2.842GiB / 15.51GiB",18.32%,"136MB / 73.6MB","0B / 0B",2031
2025-03-04 09:36:48,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,12.37%,"117.7MiB / 15.51GiB",0.74%,"128MB / 149MB","0B / 0B",39
2025-03-04 09:36:48,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,139.59%,"189.2MiB / 1GiB",18.48%,"87.2MB / 51.3MB","0B / 0B",60
2025-03-04 09:36:48,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.14%,"908.3MiB / 15.51GiB",5.72%,"9.11MB / 84.7MB","0B / 0B",242
2025-03-04 09:36:59,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,109.58%,"2.922GiB / 15.51GiB",18.84%,"138MB / 76.1MB","0B / 0B",2031
2025-03-04 09:36:59,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,47.97%,"118.9MiB / 15.51GiB",0.75%,"132MB / 154MB","0B / 0B",39
2025-03-04 09:36:59,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,138.20%,"189.7MiB / 1GiB",18.53%,"90.5MB / 53.2MB","0B / 0B",60
2025-03-04 09:36:59,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.63%,"909.9MiB / 15.51GiB",5.73%,"9.27MB / 84.8MB","0B / 0B",242
2025-03-04 09:37:11,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,36.94%,"3.002GiB / 15.51GiB",19.36%,"140MB / 78.6MB","0B / 0B",2031
2025-03-04 09:37:11,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,56.51%,"120.2MiB / 15.51GiB",0.76%,"137MB / 159MB","0B / 0B",39
2025-03-04 09:37:11,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,133.59%,"187.5MiB / 1GiB",18.31%,"93.4MB / 55MB","0B / 0B",60
