DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 09:26:25,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,37.12%,"3.041GiB / 15.51GiB",19.61%,"82.5MB / 654kB","0B / 0B",2955
2025-03-04 09:26:25,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,1.83%,"90.65MiB / 15.51GiB",0.57%,"56.9kB / 62.2kB","0B / 0B",37
2025-03-04 09:26:25,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,18.03%,"53.39MiB / 1GiB",5.21%,"32.8kB / 16.9kB","0B / 0B",22
2025-03-04 09:26:25,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,6.69%,"888.9MiB / 15.51GiB",5.60%,"3.42MB / 82.9MB","0B / 0B",243
2025-03-04 09:26:37,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,59.18%,"2.811GiB / 15.51GiB",18.13%,"83.2MB / 1.71MB","0B / 0B",2964
2025-03-04 09:26:37,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,6.26%,"94.95MiB / 15.51GiB",0.60%,"1.52MB / 1.7MB","0B / 0B",37
2025-03-04 09:26:37,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,80.54%,"66.98MiB / 1GiB",6.54%,"850kB / 454kB","0B / 0B",30
2025-03-04 09:26:37,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,6.39%,"891.7MiB / 15.51GiB",5.62%,"3.58MB / 82.9MB","0B / 0B",244
2025-03-04 09:26:49,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,84.73%,"2.845GiB / 15.51GiB",18.35%,"84.7MB / 3.76MB","0B / 0B",2944
2025-03-04 09:26:49,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,11.74%,"97.21MiB / 15.51GiB",0.61%,"4.77MB / 5.41MB","0B / 0B",37
2025-03-04 09:26:49,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,126.67%,"93.39MiB / 1GiB",9.12%,"2.81MB / 1.54MB","0B / 0B",42
2025-03-04 09:26:49,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,3.98%,"894.7MiB / 15.51GiB",5.63%,"3.78MB / 83MB","0B / 0B",243
2025-03-04 09:27:02,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,47.54%,"2.927GiB / 15.51GiB",18.87%,"87MB / 6.82MB","0B / 0B",2941
2025-03-04 09:27:02,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,12.21%,"99.78MiB / 15.51GiB",0.63%,"10.3MB / 12MB","0B / 0B",37
2025-03-04 09:27:02,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,141.60%,"120.8MiB / 1GiB",11.80%,"6.48MB / 3.65MB","0B / 0B",60
2025-03-04 09:27:02,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,2.16%,"896MiB / 15.51GiB",5.64%,"3.94MB / 83MB","0B / 0B",243
2025-03-04 09:27:13,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,62.67%,"3.137GiB / 15.51GiB",20.23%,"88.8MB / 9.27MB","0B / 0B",2941
