DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 09:45:01,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,1506.81%,"1.827GiB / 15.51GiB",11.78%,"172MB / 122MB","0B / 0B",458
2025-03-04 09:45:01,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,0.11%,"114.7MiB / 15.51GiB",0.72%,"215MB / 251MB","0B / 0B",39
2025-03-04 09:45:01,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,0.12%,"164.8MiB / 1GiB",16.09%,"149MB / 87.6MB","0B / 0B",60
2025-03-04 09:45:01,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,1.65%,"928.1MiB / 15.51GiB",5.84%,"12.8MB / 85.9MB","0B / 0B",246
2025-03-04 09:45:14,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,56.73%,"2.961GiB / 15.51GiB",19.09%,"172MB / 122MB","0B / 0B",3466
2025-03-04 09:45:14,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,5.24%,"115.8MiB / 15.51GiB",0.73%,"215MB / 252MB","0B / 0B",39
2025-03-04 09:45:14,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,63.92%,"160.9MiB / 1GiB",15.71%,"149MB / 87.8MB","0B / 0B",28
2025-03-04 09:45:14,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,9.78%,"929.3MiB / 15.51GiB",5.85%,"12.9MB / 86MB","0B / 0B",246
2025-03-04 09:45:24,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,117.03%,"3.021GiB / 15.51GiB",19.48%,"173MB / 124MB","0B / 0B",3477
2025-03-04 09:45:24,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,11.27%,"118.4MiB / 15.51GiB",0.75%,"218MB / 255MB","0B / 0B",39
2025-03-04 09:45:24,c58573cc5ebf,reverse-proxy-api-1,c58573cc5ebf,125.47%,"157.6MiB / 1GiB",15.39%,"151MB / 88.6MB","0B / 0B",38
2025-03-04 09:45:24,12070a1d6b5f,reverse-proxy-controller-1,12070a1d6b5f,0.91%,"930.3MiB / 15.51GiB",5.86%,"13.1MB / 86MB","0B / 0B",246
2025-03-04 09:45:36,b1d9215d4c25,reverse-proxy-agent-1,b1d9215d4c25,57.65%,"3.109GiB / 15.51GiB",20.05%,"175MB / 126MB","0B / 0B",3451
2025-03-04 09:45:36,e5feb6775499,reverse-proxy-nginx-proxy-1,e5feb6775499,13.00%,"120.1MiB / 15.51GiB",0.76%,"223MB / 261MB","0B / 0B",39
